book,subject,object,sub_sentence,verb,sentence,sub_sent_score,verb_score,sent_score,sent_loc,sub_sent_vader,sent_vader,verb_vader,pair,title
huckleberry_finn,Aunt Sally,Tom,Aunt Sally wrote to her that Tom and _ Sid _ had come all right and safe,wrote,"Well , Aunt Polly she said that when Aunt Sally wrote to her that Tom and _ Sid _ had come all right and safe , she says to herself : Look at that , now !",0.9991742372512817,0.9995409250259399,0.998162031173706,144482.0,0.4404,0.6476,0.0,"{'Tom', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Aunt Sally,Tom,Aunt Polly and Uncle Silas and Aunt Sally found out how good he helped the doctor nurse Tom,found,"We had Jim out of the chains in no time , and when Aunt Polly and Uncle Silas and Aunt Sally found out how good he helped the doctor nurse Tom , they made a heap of fuss over him , and fixed him up prime , and give him all he wanted to eat , and a good time , and nothing to do .",0.9996943473815918,0.9997963905334473,0.9929555654525757,145092.0,0.4404,0.5574,0.0,"{'Tom', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Jim,Huck,"Jim sings out : Wes safe , Huck , wes safe",sings,"Jim sings out : Wes safe , Huck , wes safe !",0.9952232837677002,0.9997448921203613,0.9978567361831665,44244.0,0.7003,0.7263,0.0,"{'Jim', 'Huck'}",Adventures of Huckleberry Finn
huckleberry_finn,Jim,Huck,"Jim says : Dah you goes , de ole true Huck",says,"When I was fifty yards off , Jim says : Dah you goes , de ole true Huck ;",0.7646938562393188,0.9950994253158569,0.6634291410446167,44511.0,0.4215,0.4215,0.0,"{'Jim', 'Huck'}",Adventures of Huckleberry Finn
huckleberry_finn,Jim,Huck,"Jim says : Do nt it s prise you de way dem kings carries on , Huck",says,"By and by , when they was asleep and snoring , Jim says : Do nt it s prise you de way dem kings carries on , Huck ?",0.5502375364303589,0.9950994253158569,-0.8988966643810272,75286.0,0.0,0.0,0.0,"{'Jim', 'Huck'}",Adventures of Huckleberry Finn
huckleberry_finn,Jim,Uncle Silas,"Jim he said it was all right , and we set there and talked over old times awhile , and then Tom asked a lot of questions , and when Jim told him Uncle Silas come in every day or two to pray with him",told,"So Jim he said it was all right , and we set there and talked over old times awhile , and then Tom asked a lot of questions , and when Jim told him Uncle Silas come in every day or two to pray with him , and Aunt Sally come in to see if he was comfortable and had plenty to eat , and both of them was kind as they could be , Tom says : _ Now _ I know how to fix it .",0.9378771781921387,-0.13295918703079224,0.8710882663726807,122847.0,0.3182,0.8402,0.0,"{'Uncle Silas', 'Jim'}",Adventures of Huckleberry Finn
huckleberry_finn,Tom,Aunt Sally,Tom put on Aunt Sallys dress that he stole and was going,put,"We was feeling pretty good after breakfast , and took my canoe and went over the river a - fishing , with a lunch , and had a good time , and took a look at the raft and found her all right , and got home late to supper , and found them in such a sweat and worry they did nt know which end they was standing on , and made us go right off to bed the minute we was done supper , and would nt tell us what the trouble was , and never let on a word about the new letter , but did nt need to , because we knowed as much about it as anybody did , and as soon as we was half up stairs and her back was turned we slid for the cellar cupboard and loaded up a good lunch and took it up to our room and went to bed , and got up about half - past eleven , and Tom put on Aunt Sallys dress that he stole and was going to start with the lunch , but says : Where s the butter ?",-0.9488846100866795,-0.9424004517495632,-0.26788944005966187,133854.0,0.0,0.743,0.0,"{'Tom', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Tom,Jim,"Tom whispered to me , and wanted to tie Jim to the tree for fun",wanted,"When we was ten foot off Tom whispered to me , and wanted to tie Jim to the tree for fun .",-0.7287617325782776,0.9997777938842773,-0.5413364171981812,2271.0,0.5106,0.5106,0.0,"{'Tom', 'Jim'}",Adventures of Huckleberry Finn
huckleberry_finn,Tom,Jim,"Tom whispered to me , and wanted to tie Jim",tie,"When we was ten foot off Tom whispered to me , and wanted to tie Jim to the tree for fun .",-0.12582433223724365,0.9978072643280029,-0.5413364171981812,2271.0,0.0,0.5106,0.0,"{'Tom', 'Jim'}",Adventures of Huckleberry Finn
huckleberry_finn,Tom,Jim,Tom said he slipped Jims hat off of his head and hung it on a limb right over him,said,"Tom said he slipped Jims hat off of his head and hung it on a limb right over him , and Jim stirred a little , but he did nt wake .",-0.9874990256503224,0.9940192699432373,-0.9971214001998305,2483.0,0.0,0.0,0.0,"{'Tom', 'Jim'}",Adventures of Huckleberry Finn
