book,subject,object,sub_sentence,verb,sentence,sub_sent_score,verb_score,sent_score,sent_loc,sub_sent_vader,sent_vader,verb_vader,pair,title
sense_and_sensibility,Lucy,Steele,Lucy never saw Steele,saw,Lucy never saw Steele in Lucy life .,-0.7827723622322083,0.9969500303268433,-0.24714863300323486,44640.0,0.0,0.0,0.0,"{'Lucy', 'Steele'}",Sense and Sensibility
sense_and_sensibility,Lucy,Steele,"for Lucy part , Lucy love to see Steele full of life and spirits",for Lucy part,"and for Lucy part , Lucy love to see Steele full of life and spirits ;",0.9997599124908447,0.9204926490783691,0.9997732639312744,44734.0,0.6369,0.6369,0.0,"{'Lucy', 'Steele'}",Sense and Sensibility
sense_and_sensibility,Lucy,Steele,"Lucy part , Lucy love to see Steele full of life and spirits",see,"and for Lucy part , Lucy love to see Steele full of life and spirits ;",0.9997613430023193,0.9997556209564209,0.9997732639312744,44734.0,0.6369,0.6369,0.0,"{'Lucy', 'Steele'}",Sense and Sensibility
sense_and_sensibility,Lucy,Steele,Lucy can not bear Steele,bear,Lucy can not bear Steele if Steele are tame and quiet .,-0.9987906670430675,0.9997329711914062,-0.7785565704107285,44750.0,0.0,0.0,0.0,"{'Lucy', 'Steele'}",Sense and Sensibility
sense_and_sensibility,Lucy,Steele,"For Lucy part , Lucy think they are vastly agreeable , provided Steele dress smart and behave civil",For Lucy part,"For Lucy part , Lucy think they are vastly agreeable , provided Steele dress smart and behave civil .",0.984085202217102,0.9667035341262817,0.9849600791931152,45135.0,0.6705,0.6705,0.0,"{'Lucy', 'Steele'}",Sense and Sensibility
sense_and_sensibility,Lucy,Steele,Lucy ca nt bear to see Steele dirty and nasty,bear,But Lucy ca nt bear to see Steele dirty and nasty .,-0.9858064316213131,0.9997329711914062,-0.9933514804579318,45154.0,-0.7579,-0.8674,0.0,"{'Lucy', 'Steele'}",Sense and Sensibility
sense_and_sensibility,Lucy,Steele,Lucy ca nt bear to see Steele dirty and nasty,see,But Lucy ca nt bear to see Steele dirty and nasty .,-0.9858064316213131,0.9997556209564209,-0.9933514804579318,45154.0,-0.7579,-0.8674,0.0,"{'Lucy', 'Steele'}",Sense and Sensibility
sense_and_sensibility,Lucy,Steele,"Lucy suppose Steele was quite a beau , Steele , before Steele married , as Steele was so rich",suppose,"Lucy suppose Steele was quite a beau , Steele , before Steele married , as Steele was so rich ?",0.9883716106414795,0.9912213087081909,0.921005368232727,45216.0,0.6825,0.6825,0.0,"{'Lucy', 'Steele'}",Sense and Sensibility
sense_and_sensibility,Lucy,Steele,Lucy will make Steele believe you think of nothing else,make,Lucy will make Steele believe you think of nothing else .,0.9763514995574951,0.9997901916503906,0.963565468788147,45341.0,0.0,0.0,0.0,"{'Lucy', 'Steele'}",Sense and Sensibility
sense_and_sensibility,Lucy,Steele,"Lucy , who missed no opportunity of engaging Elinor in conversation , or of striving to improve Steele acquaintance by an easy and frank communication of Lucy sentiments",missed,"and to the invariable coldness of Elinor behaviour towards Steele , which checked every endeavour at intimacy on Steele side , Elinor principally attributed that preference of Elinor which soon became evident in the manners of both , but especially of Lucy , who missed no opportunity of engaging Elinor in conversation , or of striving to improve Steele acquaintance by an easy and frank communication of Lucy sentiments .",0.9993500709533691,-0.9994353771908209,-0.13786303997039795,46356.0,0.5673,0.7186,-0.296,"{'Lucy', 'Steele'}",Sense and Sensibility
