book,subject,object,sub_sentence,verb,sentence,sub_sent_score,verb_score,sent_score,sent_loc,sub_sent_vader,sent_vader,verb_vader,pair,title
mansfield_park,Crawford,Edmund,"Crawford , will not Crawford join Edmund",join,"Crawford , will not Crawford join Edmund in encouraging Crawford cousin ?",-0.9660979881882668,0.9997951984405518,0.9995182752609253,90794.0,-0.2235,0.3637,0.296,"{'Crawford', 'Edmund'}",Mansfield Park
mansfield_park,Crawford,Edmund,Crawford engage to attend with Crawford eyes steadily fixed on him the whole time as Edmund shall do not to lose a word,engage,Will not Crawford engage to attend with Crawford eyes steadily fixed on him the whole time as Edmund shall do not to lose a word ;,0.9989819526672363,0.9997575283050537,0.9802050590515137,90807.0,0.5659,0.0572,0.34,"{'Crawford', 'Edmund'}",Mansfield Park
mansfield_park,Crawford,Edmund,Crawford would be more likely to disconcert Edmund,disconcert,"for Crawford would be more likely to disconcert Edmund , and Edmund should be more sorry to see you trying at it than almost any other man .",-0.7548969238996506,-0.9993544773897156,-0.9607150852680206,90903.0,0.0,-0.1513,0.0,"{'Crawford', 'Edmund'}",Mansfield Park
mansfield_park,Crawford,Edmund,Crawford to look kindly on Edmund,look,"Edmund only want Crawford to look kindly on Edmund , to give Edmund smiles as well as blushes , to keep a chair for Edmund by Crawford wherever Henry are , and be all animation when Edmund take it and talk to Crawford ;",0.9995261430740356,0.9997045993804932,0.6895740032196045,92214.0,0.4939,0.8271,0.0,"{'Crawford', 'Edmund'}",Mansfield Park
mansfield_park,Crawford,Edmund,"Crawford to look kindly on Edmund , to give Edmund smiles as well as blushes , to keep a chair for Edmund",keep,"Edmund only want Crawford to look kindly on Edmund , to give Edmund smiles as well as blushes , to keep a chair for Edmund by Crawford wherever Henry are , and be all animation when Edmund take it and talk to Crawford ;",0.9990637302398682,0.9997177124023438,0.6895740032196045,92214.0,0.8126,0.8271,0.0,"{'Crawford', 'Edmund'}",Mansfield Park
mansfield_park,Crawford,Edmund,Crawford should have worked upon Edmund plans,worked,Crawford should have worked upon Edmund plans .,-0.9991989603731781,0.9997820854187012,-0.9991451626410708,139687.0,0.0,0.0,0.0,"{'Crawford', 'Edmund'}",Mansfield Park
mansfield_park,Crawford,Fanny,the Mr. Crawford who was addressing Fanny,addressing,"Crawford was now the Mr. Crawford who was addressing Fanny with ardent , disinterested love ;",0.9251335859298706,0.9996645450592041,0.051671743392944336,131164.0,0.0,0.8074,0.0,"{'Crawford', 'Fanny'}",Mansfield Park
mansfield_park,Crawford,Fanny,"Crawford sense of Fanny merits , describing and describing again Crawford affection , proving as far as words could prove it , and in the language , tone , and spirit of Henry too , that Crawford sought",sought,"who was pouring out Crawford sense of Fanny merits , describing and describing again Crawford affection , proving as far as words could prove it , and in the language , tone , and spirit of Henry too , that Crawford sought Fanny for Fanny gentleness and Fanny goodness ;",0.9975876808166504,0.9993245601654053,0.9624642133712769,131206.0,0.7783,0.8689,0.0,"{'Crawford', 'Fanny'}",Mansfield Park
mansfield_park,Crawford,Fanny,Crawford suffered Fanny,suffered,It was with reluctance that Crawford suffered Fanny to go ;,-0.9352435171604156,-0.9992667838232592,-0.8167874962091446,131455.0,-0.4939,-0.6808,-0.4939,"{'Crawford', 'Fanny'}",Mansfield Park
mansfield_park,Crawford,Fanny,Crawford should continue to Fanny know that it is paying Fanny a very great compliment,continue,"Indeed , Edmund , said Fanny , Fanny am very sorry that Crawford should continue to Fanny know that it is paying Fanny a very great compliment , and Fanny feel most undeservedly honoured ;",0.9988867044448853,0.9996752738952637,-0.7905251234769821,132220.0,0.8304,0.8923,0.0,"{'Crawford', 'Fanny'}",Mansfield Park
