book,subject,object,sub_sentence,verb,sentence,sub_sent_score,verb_score,sent_score,sent_loc,sub_sent_vader,sent_vader,verb_vader,pair,title
huckleberry_finn,Aunt Sally,Boggs,Aunt Sally can have a _ good _ look at Boggs,have,"When Boggs got there Boggs set Boggs down in a split - bottomed chair , and set Boggs down on a little low stool in front of Boggs , holding both of Boggs hands , and says : Now Aunt Sally can have a _ good _ look at Boggs ;",0.9996676445007324,0.999774694442749,0.8863099813461304,108932.0,0.4404,0.2716,0.0,"{'Boggs', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Aunt Sally,Boggs,Aunt Sally can have a _ good _ look at Boggs,look,"When Boggs got there Boggs set Boggs down in a split - bottomed chair , and set Boggs down on a little low stool in front of Boggs , holding both of Boggs hands , and says : Now Aunt Sally can have a _ good _ look at Boggs ;",0.9996676445007324,0.9997045993804932,0.8863099813461304,108932.0,0.4404,0.2716,0.0,"{'Boggs', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Aunt Sally,Boggs,Aunt Sally think Boggs died afterwards,think,And Aunt Sally think Boggs died afterwards .,-0.6754159927368164,0.999706506729126,-0.8662109076976776,109283.0,-0.5574,-0.5574,0.0,"{'Boggs', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Aunt Sally,Boggs,Aunt Sally made the cold chills streak all down Boggs back,made,"Pretty soon Aunt Sally made the cold chills streak all down Boggs back , because Aunt Sally says : But here Boggsre a - running on this way , and Boggs haint told Aunt Sally a word about Boggs , nor Boggs .",0.972841739654541,0.9997553825378418,-0.9181609004735947,109685.0,0.0,0.2732,0.0,"{'Boggs', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Aunt Sally,Boggs,"Aunt Sally made the cold chills streak all down Boggs back , because Aunt Sally says : But here Boggsre a - running on this way , and Boggs haint told Aunt Sally a word about Boggs , nor Boggs",says,"Pretty soon Aunt Sally made the cold chills streak all down Boggs back , because Aunt Sally says : But here Boggsre a - running on this way , and Boggs haint told Aunt Sally a word about Boggs , nor Boggs .",-0.9186689630150795,0.9950994253158569,-0.9181609004735947,109685.0,0.0,0.2732,0.0,"{'Boggs', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Aunt Sally,Boggs,Aunt Sally grabbed Boggs,grabbed,"but Aunt Sally grabbed Boggs and hustled Boggs in behind the bed , and says : Here he comes !",0.6782664060592651,0.9996112585067749,0.31523263454437256,109888.0,0.0,0.0,0.0,"{'Boggs', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Aunt Sally,Boggs,Aunt Sally grabbed Boggs and hustled,hustled,"but Aunt Sally grabbed Boggs and hustled Boggs in behind the bed , and says : Here he comes !",0.5552879571914673,-0.04450726509094238,0.31523263454437256,109888.0,0.0,0.0,0.0,"{'Boggs', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Aunt Sally,Boggs,Aunt Sally do believe its Boggs,believe,"Why , Aunt Sally do believe its Boggs .",0.9995273351669312,0.999802827835083,0.9992821216583252,112049.0,0.0,0.0,0.0,"{'Boggs', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Aunt Sally,Boggs,"says : Tom , did nt _ you _ think Aunt Sallyd open out Aunt Sally arms and say , Sid Sawyer-- Boggs land",say,"Then Tom looks on around the same way to Boggs , and says : Tom , did nt _ you _ think Aunt Sallyd open out Aunt Sally arms and say , Sid Sawyer-- Boggs land !",0.11263406276702881,0.9461675882339478,0.6657172441482544,113308.0,0.0,0.0,0.0,"{'Boggs', 'Aunt Sally'}",Adventures of Huckleberry Finn
huckleberry_finn,Aunt Sally,Boggs,"Aunt Sally says , breaking in and jumping for Tom , Tom , to fool Tom so -- and was going to hug Tom , but Tom fended Boggs off , and says : No , not till Boggsve asked Tom first",says,"Aunt Sally says , breaking in and jumping for Tom , Tom , to fool Tom so -- and was going to hug Tom , but Tom fended Boggs off , and says : No , not till Boggsve asked Tom first .",-0.24036437273025513,0.9950994253158569,-0.2227843999862671,113355.0,-0.4019,-0.4019,0.0,"{'Boggs', 'Aunt Sally'}",Adventures of Huckleberry Finn
