book,subject,object,sub_sentence,verb,sentence,sub_sent_score,verb_score,sent_score,sent_loc,sub_sent_vader,sent_vader,verb_vader,pair,title
chocolate_factory,Augustus Gloop,Mike Teavee,"Augustus Gloop - s taking a heck of a long time to come across,-said Mike Teavee , wiping Mike Teavee brow",wiping,"‘ Augustus Gloop - s taking a heck of a long time to come across,-said Mike Teavee , wiping Mike Teavee brow .",-0.9986441845539957,-0.8388203829526901,-0.9989748698426411,35489.0,0.0,0.0,0.0,"{'Mike Teavee', 'Augustus Gloop'}",Charlie and the Chocolate Factory
chocolate_factory,Augustus Gloop,Mr Wonka,Augustus Gloop to visit Mr Wonka - s marvellous factory,visit,What a thrill it will be for Augustus Gloop to visit Mr Wonka - s marvellous factory !,0.9995585680007935,0.9998006820678711,0.9997360706329346,5401.0,0.0,0.4199,0.0,"{'Mr Wonka', 'Augustus Gloop'}",Charlie and the Chocolate Factory
chocolate_factory,Augustus Gloop,Mr Wonka,"Augustus Gloop - s shrunk,-said Mr Wonka","shrunk,-said","‘ Of course Augustus Gloop - s shrunk,-said Mr Wonka .",-0.812388226389885,-0.9989880745997652,-0.9277112409472466,36064.0,0.0,0.0,0.0,"{'Mr Wonka', 'Augustus Gloop'}",Charlie and the Chocolate Factory
chocolate_factory,Charlie,Grandma Josephine,Charlie - re making Grandma Josephine jumpy,making,Charlie - re making Grandma Josephine jumpy .,0.9995430707931519,0.9997513294219971,0.9996112585067749,7098.0,-0.25,-0.25,0.0,"{'Charlie', 'Grandma Josephine'}",Charlie and the Chocolate Factory
chocolate_factory,Charlie,Grandma Josephine,"Charlie smiled at Grandpa George , a small sad smile , and then Charlie shrugged Charlie shoulders and picked up the chocolate bar and held it out to Grandma Josephine , and said , ‘ Here , Grandma Josephine , have a bit",said,"Charlie smiled at Grandpa George , a small sad smile , and then Charlie shrugged Charlie shoulders and picked up the chocolate bar and held it out to Grandma Josephine , and said , ‘ Here , Grandma Josephine , have a bit .",0.9663408994674683,0.9940192699432373,0.977019190788269,7238.0,0.4404,0.4404,0.0,"{'Charlie', 'Grandma Josephine'}",Charlie and the Chocolate Factory
chocolate_factory,Charlie,Grandma Josephine,Charlie made Grandma Josephine take it back,made,Charlie made Grandma Josephine take it back .,0.5745571851730347,0.9997553825378418,0.7679319381713867,10305.0,0.0,0.0,0.0,"{'Charlie', 'Grandma Josephine'}",Charlie and the Chocolate Factory
chocolate_factory,Charlie,Grandpa George,Charlie would see Grandpa George taking bars of creamy chocolate out of Grandpa George pockets and munching them greedily,see,"Many times a day , Charlie would see Grandpa George taking bars of creamy chocolate out of Grandpa George pockets and munching them greedily , and that , of course , was pure torture .",0.25120770931243896,0.9997556209564209,-0.8727123737335205,658.0,-0.4404,-0.7783,0.0,"{'Charlie', 'Grandpa George'}",Charlie and the Chocolate Factory
chocolate_factory,Charlie,Grandpa George,"Charlie had finished Charlie supper of watery cabbage soup , Charlie always went into the room of Grandpa George to listen to Grandpa George stories",listen,"2 Mr Willy Wonka - s Factory In the evenings , after Charlie had finished Charlie supper of watery cabbage soup , Charlie always went into the room of Grandpa George to listen to Grandpa George stories , and then afterwards to say good night .",0.2536940574645996,0.9997079372406006,0.8911492824554443,1235.0,0.0,0.4404,0.0,"{'Charlie', 'Grandpa George'}",Charlie and the Chocolate Factory
chocolate_factory,Charlie,Grandpa George,Charlie went in to see Grandpa George,see,"One evening , when Charlie went in to see Grandpa George , Charlie said to Grandpa George , ‘ Is it really true that Wonka - s Chocolate Factory is the biggest in the world ?",0.9983272552490234,0.9997556209564209,0.8093518018722534,1505.0,0.0,0.4754,0.0,"{'Charlie', 'Grandpa George'}",Charlie and the Chocolate Factory
chocolate_factory,Charlie,Grandpa George,Charlie ever seen Grandpa George going into that place - or coming out,seen,Have Charlie ever seen Grandpa George going into that place - or coming out ?,0.9606863260269165,0.9997689723968506,-0.9854384250938892,3095.0,0.0,0.0,0.0,"{'Charlie', 'Grandpa George'}",Charlie and the Chocolate Factory
