book,subject,object,sub_sentence,verb,sentence,sub_sent_score,verb_score,sent_score,sent_loc,sub_sent_vader,sent_vader,verb_vader,pair,title
huckleberry_finn,Aunt Sally,Sid,"Aunt Sally was that glad to see me she laughed and cried both , and hugged me , and give me one of them lickings of hern that do nt amount to shucks , and said shed serve Sid the same when he come",said,"When we got home Aunt Sally was that glad to see me she laughed and cried both , and hugged me , and give me one of them lickings of hern that do nt amount to shucks , and said shed serve Sid the same when he come .",0.9812945127487183,0.9940192699432373,0.9563781023025513,137942.0,0.7269,0.7269,0.0,"{'Aunt Sally', 'Sid'}",Adventures of Huckleberry Finn
huckleberry_finn,Boggs,Sherburn,"Boggs rode up before the biggest store in town , and bent his head down so he could see under the curtain of the awning and yells : Come out here , Sherburn",yells,"Boggs rode up before the biggest store in town , and bent his head down so he could see under the curtain of the awning and yells : Come out here , Sherburn !",0.5327190160751343,-0.9981248687254265,0.6664201021194458,70003.0,0.0,0.0,0.0,"{'Sherburn', 'Boggs'}",Adventures of Huckleberry Finn
huckleberry_finn,Boggs,Sherburn,Boggs rode off blackguarding Sherburn,rode,"Boggs rode off blackguarding Sherburn as loud as he could yell , all down the street ;",-0.6319473683834076,-0.9978425062727183,-0.6461719572544098,70253.0,0.0,0.0,0.0,"{'Sherburn', 'Boggs'}",Adventures of Huckleberry Finn
huckleberry_finn,Boggs,Sherburn,Boggs rode off blackguarding Sherburn,blackguarding,"Boggs rode off blackguarding Sherburn as loud as he could yell , all down the street ;",-0.6319473683834076,-0.9613773226737976,-0.6461719572544098,70253.0,0.0,0.0,0.0,"{'Sherburn', 'Boggs'}",Adventures of Huckleberry Finn
huckleberry_finn,Jim,Huck,"By and by Jim says : But looky here , Huck , who wuz it datuz killed in dat shanty ef it warnt you",says,"By and by Jim says : But looky here , Huck , who wuz it datuz killed in dat shanty ef it warnt you ?",0.027564644813537598,0.9950994253158569,-0.3037729859352112,20947.0,-0.8047,-0.8047,0.0,"{'Huck', 'Jim'}",Adventures of Huckleberry Finn
huckleberry_finn,Jim,Huck,"Jim sings out : Wes safe , Huck , wes safe",sings,"Jim sings out : Wes safe , Huck , wes safe !",0.9952232837677002,0.9997448921203613,0.9978567361831665,44244.0,0.7003,0.7263,0.0,"{'Huck', 'Jim'}",Adventures of Huckleberry Finn
huckleberry_finn,Jim,Huck,"Jim says : Dah you goes , de ole true Huck",says,"When I was fifty yards off , Jim says : Dah you goes , de ole true Huck ;",0.764694333076477,0.9950994253158569,0.6634310483932495,44511.0,0.4215,0.4215,0.0,"{'Huck', 'Jim'}",Adventures of Huckleberry Finn
huckleberry_finn,Jim,Huck,"Jim says : Do nt it s prise you de way dem kings carries on , Huck",says,"By and by , when they was asleep and snoring , Jim says : Do nt it s prise you de way dem kings carries on , Huck ?",0.5502368211746216,0.9950994253158569,-0.8988968655467033,75286.0,0.0,0.0,0.0,"{'Huck', 'Jim'}",Adventures of Huckleberry Finn
huckleberry_finn,Jim,Huck,"Jim forty dollars for being prisoner for us so patient , and doing it up so good , and Jim was pleased most to death , and busted out , and says : Dah , now , Huck , what I tell you",says,"and Tom give Jim forty dollars for being prisoner for us so patient , and doing it up so good , and Jim was pleased most to death , and busted out , and says : Dah , now , Huck , what I tell you ?",0.9898468255996704,0.9950994253158569,0.9860706329345703,145175.0,-0.2587,-0.2587,0.0,"{'Huck', 'Jim'}",Adventures of Huckleberry Finn
huckleberry_finn,Jim,Huck,"Jim says , kind of solemn : He ai nt a - cominback no mo , Huck",says,"Jim says , kind of solemn : He ai nt a - cominback no mo , Huck .",-0.4008873701095581,0.9950994253158569,-0.3038848042488098,145509.0,-0.4201,-0.4201,0.0,"{'Huck', 'Jim'}",Adventures of Huckleberry Finn
