book,subject,object,sub_sentence,verb,sentence,sub_sent_score,verb_score,sent_score,sent_loc,sub_sent_vader,sent_vader,verb_vader,pair,title
mansfield_park,Bertram,Fanny,"Bertram , however , with any appearance of interest , in a scheme for extending Bertram stay at Mansfield , and sending for Henry from Norfolk , which , suggested by Henry , advised by Edmund , and warmly urged by Henry , was soon in possession of Bertram mind , and which Bertram seemed to want to be encouraged even by Fanny to resolve on",want,"Fanny could not compliment Bertram , however , with any appearance of interest , in a scheme for extending Bertram stay at Mansfield , and sending for Henry from Norfolk , which , suggested by Henry , advised by Edmund , and warmly urged by Henry , was soon in possession of Bertram mind , and which Bertram seemed to want to be encouraged even by Fanny to resolve on .",0.27069544792175293,0.9997830390930176,-0.5106109976768494,89284.0,0.8779,0.8199,0.0772,"{'Fanny', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Fanny,"Bertram to stay , and would much rather not have Bertram speak to Fanny",speak,"Fanny could not wish Bertram to stay , and would much rather not have Bertram speak to Fanny .",-0.944107186049223,0.9991379976272583,-0.998413709923625,89389.0,0.0,-0.3089,0.0,"{'Fanny', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Fanny,Bertram have told Fanny the substance of all that Fanny said,told,Bertram have told Fanny the substance of all that Fanny said .,0.2799628973007202,-0.13295823335647583,0.24939000606536865,184856.0,0.0,0.0,0.0,"{'Fanny', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Henry,"Bertram , observing the iron gate , expressed a wish of passing through it into the park , that Henry views and Henry plans might be more comprehensive",expressed,"After some minutes spent in this way , Bertram , observing the iron gate , expressed a wish of passing through it into the park , that Henry views and Henry plans might be more comprehensive .",-0.6561352610588074,0.9169800281524658,-0.9397384859621525,39060.0,0.6115,0.6115,0.0,"{'Henry', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Henry,"Bertram replied , Henry are too much a man of the world not to see with the eyes of the world",replied,"After a moments embarrassment Bertram replied , Henry are too much a man of the world not to see with the eyes of the world .",0.9737845659255981,0.9973287582397461,0.6448007822036743,39404.0,0.0,-0.4404,0.0,"{'Henry', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Henry,"If Henry think Henry improved , Bertram have no doubt that Henry will",If Henry think Henry improved,"If Henry think Henry improved , Bertram have no doubt that Henry will .",0.8730707168579102,0.8936086893081665,0.9150232076644897,39435.0,0.6381,0.6381,0.4767,"{'Henry', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Henry,Bertram was glad to see Henry so well entertained,see,Bertram was glad to see Henry so well entertained .,0.9997429847717285,0.9997556209564209,0.9997363090515137,39534.0,0.828,0.828,0.0,"{'Henry', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Henry,Bertram thought Henry would follow Henry,thought,Bertram thought Henry would follow Henry .,0.7134451866149902,0.9996993541717529,0.6244690418243408,40901.0,0.0,0.0,0.0,"{'Henry', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Henry,the voice and the laugh of Bertram once more caught Henry ear,caught,"Henry followed Henry steps along the bottom walk , and had just turned up into another , when the voice and the laugh of Bertram once more caught Henry ear ;",0.9997930526733398,0.9996422529220581,0.9984769821166992,41372.0,0.5574,0.5574,0.0,"{'Henry', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Henry,Bertram conviction of being really the one preferred comforted Henry,comforted,"but Bertram conviction of being really the one preferred comforted Henry under it , and enabled Henry to receive Henrys parting attentions as Henry ought .",0.9832990169525146,0.999763011932373,0.9977364540100098,42223.0,0.4215,0.5719,0.4215,"{'Henry', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Henry,"Bertram conviction of being really the one preferred comforted Henry under it , and enabled Henry to receive Henrys parting attentions as Henry ought",enabled,"but Bertram conviction of being really the one preferred comforted Henry under it , and enabled Henry to receive Henrys parting attentions as Henry ought .",0.9972008466720581,0.999798059463501,0.9977364540100098,42223.0,0.4215,0.5719,0.0,"{'Henry', 'Bertram'}",Mansfield Park
mansfield_park,Bertram,Henry,"Bertram must preach at Mansfield , Henry know , that Henry and Bertram may hear Bertram",preach,"Bertram must preach at Mansfield , Henry know , that Henry and Bertram may hear Bertram .",-0.014334321022033691,-0.9991870316443965,-0.06499350070953369,90864.0,0.0,0.0,0.0,"{'Henry', 'Bertram'}",Mansfield Park
